date,1,2,3,4,5
2016-08-03,1.0676231333486375,1.0444833955474369,1.0394985305988431,1.0101359237501555,0.9830186718635281
2016-08-04,1.0714551788998679,1.0477556950359945,1.0429565181670963,1.0131105738126307,0.9848103618055075
2016-08-05,1.076156266494402,1.0515829612258238,1.0470155796568361,1.0165919045990661,0.9874375109492528
2016-08-08,1.0800848514374097,1.0552699658044469,1.0506357478460262,1.0199213115013746,0.9903880205125063
2016-08-09,1.0838064745609972,1.0588338803914499,1.0538532149218611,1.0229263345815032,0.9929506573331082
2016-08-10,1.0883537136540435,1.0630371777819625,1.0573372798128173,1.0260054241372631,0.9954336601929994
2016-08-11,1.0950546939653296,1.069352136849141,1.0624215167011937,1.0307611705174318,0.9997775585366753
2016-08-12,1.1023065580077567,1.0765005118996946,1.0682216715628736,1.0365954257286858,1.004494317634712
2016-08-15,1.1093178986293344,1.0824979029427755,1.0730446277094154,1.0413926659502757,1.0072756610582696
2016-08-16,1.1157789004460903,1.0875949242227168,1.0767812733725397,1.0450690693478424,1.008739053749999
2016-08-17,1.1210351745891023,1.0912724096355053,1.0790929920417363,1.0475541554669496,1.0086085212028675
2016-08-18,1.1237290425465003,1.0924387586886297,1.0790657946034141,1.0475791610578233,1.0061704017488187
2016-08-19,1.1246370168167699,1.091660376307017,1.0773446438274885,1.0449925497370969,1.0019123425222176
2016-08-22,1.1258027800001484,1.0909844868182121,1.0759313640788155,1.0423464785735508,0.9980677404332706
2016-08-23,1.1264806331159734,1.090275359249403,1.0748577734162343,1.04006992198442,0.9946750691535321
2016-08-24,1.1273860923645531,1.089933873788789,1.0739535158790035,1.038051713792682,0.9916977224431655
2016-08-25,1.128770550915633,1.0899313733023426,1.0737536421500626,1.0365861463791326,0.9896463103957206
2016-08-26,1.1302923063288342,1.0899712358832965,1.0735623413649742,1.0355174391027,0.9880801931316361
2016-08-29,1.1312177209982017,1.0898060952256123,1.0727251506770101,1.03413680574848,0.9870269005628411
2016-08-30,1.1329766856226742,1.0900960109796913,1.072120023941708,1.0330858709643853,0.9867489742819309
2016-08-31,1.1354448905036136,1.090709805750092,1.072006833731914,1.0319878969836873,0.9870962370072934
2016-09-01,1.139499541075083,1.0924319483465676,1.0725718574348826,1.0319190000274234,0.9879786232922398
2016-09-02,1.144849877398837,1.095466052972164,1.0742872280450217,1.0329465045774975,0.989628540182055
2016-09-05,1.1502026941612962,1.0979713211246291,1.0756186870816902,1.0337784278831657,0.9899795041129767
2016-09-06,1.1539115066295191,1.0990800625822852,1.0755130371998995,1.0330717909491764,0.9884460958663557
2016-09-07,1.1551812823640173,1.0985611686474905,1.073509776665961,1.0311320767805712,0.9852882311505174
2016-09-08,1.1540976681625459,1.0960039658051648,1.0695183064978306,1.0271849201642853,0.980669070747638
2016-09-09,1.1514691253820022,1.0917941089897916,1.0639041889897782,1.0214929264022419,0.9745777769111335
2016-09-12,1.1490925100672889,1.08883689630059,1.0596463818070023,1.016872848015372,0.9699799840794079
2016-09-13,1.1478157676109162,1.0873296175939289,1.0571169153162054,1.0139085658971747,0.9670385013557781
2016-09-14,1.1487045090514412,1.0875159900535363,1.0568475707105738,1.0126288417370253,0.965904367469012
2016-09-19,1.1498158572515833,1.0880241275109426,1.0571597157135162,1.0117498195814603,0.9647604049812097
2016-09-20,1.1512814775044968,1.0890944252180463,1.0578574577973756,1.0115638817611248,0.9641476888919012
2016-09-21,1.1524690822937766,1.0894428871380373,1.0576416964160589,1.0102506553708264,0.9623126809732578
2016-09-22,1.1533424677661706,1.0888018363329333,1.0561848174973882,1.007976015087419,0.9591700673720587
2016-09-23,1.1535173429333243,1.0875398183530476,1.0537057544903827,1.0047289896950604,0.9549480651823792
2016-09-26,1.1553615619582358,1.0884183240876861,1.0532121642496453,1.0035006196054517,0.9527655827242357
2016-09-27,1.1588782465725804,1.090663504190547,1.0546184817181565,1.0038418772257645,0.9522972206598087
2016-09-28,1.1640995298353718,1.0941294739403147,1.0578637014621042,1.0061287125814986,0.9540263338152929
2016-09-29,1.1706508889353886,1.098951712025626,1.0632908074800727,1.0102209162430877,0.9577476082795519
2016-09-30,1.1784413685785897,1.1048112747160512,1.0700139273881377,1.0157581451139284,0.9630100603955025
2016-10-10,1.1852781547420723,1.1089387841128553,1.0752214751049094,1.0198727535825096,0.9668496187922584
2016-10-11,1.190751090188589,1.111775806983193,1.0793922789821964,1.0230759176477648,0.9699461805214685
2016-10-12,1.195133653290576,1.1136351406391125,1.0823500638459478,1.0250859558805074,0.9717656813354129
2016-10-13,1.1987821592809853,1.1145911834813809,1.0840431229438574,1.0260370531624816,0.9724958378742793
2016-10-14,1.2014330743144128,1.1148044890385378,1.0848044902880245,1.026193444561513,0.9720703713666211
2016-10-17,1.205648922527409,1.116360132479519,1.086567950922164,1.027050143645504,0.9724330383360931
2016-10-18,1.2108378929681507,1.1185168527159015,1.0882094761083518,1.0280049851713178,0.9724470868742727
2016-10-19,1.2161338301321232,1.12090557409003,1.0898689243437585,1.0291388500351961,0.9724986741050478
2016-10-20,1.2212606654341975,1.1233888155738856,1.0915411915106392,1.0301975315013212,0.9725762077064021
2016-10-21,1.2261981167336107,1.1256481401775007,1.0930878312904837,1.030970885301152,0.9726533156764443
2016-10-24,1.228903747808348,1.1265588268598021,1.0932451023294445,1.0305639631748247,0.9715741435916379
2016-10-25,1.2301697072737174,1.1266606263885244,1.0926994196121151,1.029702670152007,0.969985940011034
2016-10-26,1.230620339477839,1.126136202068107,1.0913757063057372,1.0280716401421521,0.9676260357745001
2016-10-27,1.230765794728066,1.1255343190269658,1.0896364969066101,1.0261083764471357,0.9648252094737995
2016-10-28,1.231892939488341,1.1251963876277469,1.0880189440274493,1.0242118886117368,0.961849862055115
2016-10-31,1.2342751526127087,1.1255409581822946,1.0869250891501543,1.0230039884036632,0.9593944004211773
2016-11-01,1.2374511764454923,1.1262268389380607,1.0863326344618316,1.0217349884189715,0.9571273511686794
2016-11-02,1.2409756943799914,1.1276254249326974,1.0862776808835375,1.0209969029349188,0.9552793741017718
2016-11-03,1.2454183051397483,1.1296368838172755,1.0868103385577608,1.0206327958407033,0.954005238206636
2016-11-04,1.2503642748257835,1.132402289518287,1.0882111760408937,1.0210387193742292,0.9534788273600107
2016-11-07,1.255511619859753,1.1356874744345835,1.090672572352022,1.022363477538221,0.9543582863477941
2016-11-08,1.2614225196942288,1.1401065270170145,1.0940443077105984,1.02473202012593,0.956298130630327
2016-11-09,1.2685786727561166,1.1456196267424903,1.0987117598210159,1.0283414123505275,0.9596574492627727
2016-11-10,1.2759378317631977,1.1512394278805675,1.1037617388803471,1.0321844964334852,0.963165507214329
2016-11-11,1.2822887154550346,1.1558647339741563,1.107841101353613,1.035655700797192,0.9661750638215434
2016-11-14,1.2878359484341693,1.1595187435031278,1.1109275233206624,1.0379792578817109,0.9677580768374907
2016-11-15,1.2925310291560053,1.1623763951376243,1.1131132211419827,1.0396087630562938,0.9686202714389001
2016-11-16,1.2960456728674965,1.1640520918306945,1.1140271294756992,1.0397770615141904,0.9678127218929007
2016-11-17,1.2986513336018168,1.1649159747651399,1.114327087088218,1.03930544324116,0.9664076880728645
2016-11-18,1.3015683817158665,1.1665017894884908,1.115046279242462,1.0387007672455488,0.9651251997336494
2016-11-21,1.3055418033791206,1.1685287933256683,1.1160738926913736,1.0384911088305437,0.9637262150100978
2016-11-22,1.3089817276229536,1.1700099785132374,1.1166080709086033,1.0377614631825445,0.9615943612131002
2016-11-23,1.311828373450258,1.170958263958656,1.116781221389917,1.0368829957527246,0.9591458752220543
2016-11-24,1.3142302005172097,1.1722863875025795,1.116947740514242,1.036183032388522,0.9566302558183531
2016-11-25,1.314772673722305,1.1718288420522174,1.1160259123427827,1.0344996807332483,0.952881054685746
2016-11-28,1.3124979218357269,1.1697783028776438,1.1135327206113863,1.0312430525516154,0.9480869672998027
2016-11-29,1.3096996181423248,1.1672882021158864,1.1106276489857803,1.027229559298095,0.9428231836066765
2016-11-30,1.307080526050314,1.1650167135695395,1.1078425440335244,1.0234244697241734,0.9379459543789558
2016-12-01,1.304317762721839,1.1614069674693468,1.1041350527989608,1.0191753448978162,0.9330372967311259
2016-12-02,1.303294245168804,1.1589352502276093,1.1009521460616587,1.0157926490616576,0.9288970719833809
2016-12-05,1.3032078086071563,1.156311680381704,1.0971688736744896,1.0117648795679015,0.9240305909051718
2016-12-06,1.3031203907510622,1.1531591604121274,1.0922617886768762,1.0071369540583082,0.9185981421132368
2016-12-07,1.3016465878970775,1.1482082089304897,1.0850667211427922,1.0000939734354257,0.9114008945990293
2016-12-08,1.3000279637473384,1.1423710002003407,1.0768036133693393,0.9916860791557365,0.9033119284256241
